school_name,school_section,cca_grouping_desc,cca_generic_name,cca_customized_name
PASIR RIS CREST SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na
PASIR RIS CREST SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,AUDIO & VIDEO/ PA CLUB
PASIR RIS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TAEKWONDO,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FLOORBALL,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na
PASIR RIS PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),Infocom Club
PASIR RIS SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,BADMINTON (BOYS)
PASIR RIS SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
PASIR RIS SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,NETBALL (GIRLS)
PASIR RIS SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,FOOTBALL (BOYS)
PASIR RIS SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,TABLE TENNIS (BOYS)
PASIR RIS SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na
PASIR RIS SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
PASIR RIS SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na
PASIR RIS SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,na
PASIR RIS SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,na
PASIR RIS SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
PASIR RIS SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE
PASIR RIS SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,PHYSICAL SPORTS,RHYTHMIC GYMNASTICS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,PHYSICAL SPORTS,MODULAR CCA (SPORTS),SPORTS CLUB
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,INTERNATIONAL DANCE
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),MEDIA CLUB
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,SCIENCE-ENVIRONMENT CLUB
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,VISUAL AND PERFORMING ARTS,HANDBELL ENSEMBLE,HANDBELL ENSEMBLE
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,PHYSICAL SPORTS,BADMINTON,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,PHYSICAL SPORTS,TRACK AND FIELD,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,PHYSICAL SPORTS,ROPE SKIPPING,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,ANGKLUNG ENSEMBLE
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY),PRIMARY,VISUAL AND PERFORMING ARTS,STRING ENSEMBLE,STRING ENSEMBLE
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY,UNIFORMED GROUPS,ST JOHN BRIGADE,ST. JOHN BRIGADE
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,BADMINTON,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,NETBALL,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,SWIMMING,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,TRACK AND FIELD,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY,PHYSICAL SPORTS,RHYTHMIC GYMNASTICS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,GUITAR ENSEMBLE
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,GUZHENG ENSEMBLE
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,HANDBELL ENSEMBLE,HANDBELL ENSEMBLE
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,HARP ENSEMBLE,HARP ENSEMBLE
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE DRAMA,D'ARTS (CL DRAMA)
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,EL DRAMA
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,CONCERT BAND
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY,CLUBS AND SOCIETIES,"ENGLISH LANGUAGE, DRAMA AND DEBATING",DEBATE CLUB
PAYA LEBAR METHODIST GIRLS' SCHOOL (SECONDARY),SECONDARY,VISUAL AND PERFORMING ARTS,PHOTOGRAPHY,PHOTOGRAPHY CLUB
PEI CHUN PUBLIC SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,VOLLEYBALL
PEI CHUN PUBLIC SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,SCOUTS
PEI CHUN PUBLIC SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),GIRL GUIDES (BROWNIES)
PEI CHUN PUBLIC SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA
PEI CHUN PUBLIC SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,CHOIR
PEI CHUN PUBLIC SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE
PEI CHUN PUBLIC SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART AND CRAFTS
PEI CHUN PUBLIC SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE CALLIGRAPHY AND BRUSH PAINTING,CHINESE CALLIGRAPHY AND BRUSH PAINTING
PEI CHUN PUBLIC SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHINESE WEIQI,CHINESE WEIQI
PEI CHUN PUBLIC SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,WUSHU
PEI CHUN PUBLIC SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,BASKETBALL
PEI CHUN PUBLIC SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,TABLE TENNIS
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK AND FIELD,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,Wushu
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,RHYTHMIC GYMNASTICS,RHYTHMIC GYMNASTICS
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TCHOUKBALL,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,GUITAR ENSEMBLE,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DRUMS,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,CHINESE SOCIETY,na
PEI HWA PRESBYTERIAN PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,na
PEI HWA SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,JOURNALISM,Pei Hwa Times
PEI HWA SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,Badminton
PEI HWA SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,Basketball
PEI HWA SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,Football
PEI HWA SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,Table Tennis
PEI HWA SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TAEKWONDO,Taekwondo
PEI HWA SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,WUSHU,Wushu
PEI HWA SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,FLOORBALL,Floorball
PEI HWA SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,National Police Cadet Corps
PEI HWA SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),National Cadet Corps
PEI HWA SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,National Civil Defence Cadet Corps
PEI HWA SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,Choir
PEI HWA SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,Guzheng
PEI HWA SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,Dance
PEI HWA SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,Symphonic Band
PEI HWA SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,Pei Hwa Art Council
PEI HWA SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ROBOTICS,Robotics Club
PEI HWA SECONDARY SCHOOL,SECONDARY,OTHERS,STUDENT LEADERSHIP (COUNCIL),Student Council
PEI HWA SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,SPEECH AND DRAMA,DRAMA
PEI HWA SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),INFOCOMM CLUB
PEI HWA SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,OUTDOOR ADVENTURE,OUTDOOR ACTIVITIES CLUB
PEI TONG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
PEI TONG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
PEI TONG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,RUGBY,na
PEI TONG PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
PEI TONG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
PEI TONG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
PEI TONG PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),BROWNIES
PEI TONG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,na
PEI TONG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA
PEI TONG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
PEI TONG PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na
PEICAI SECONDARY SCHOOL,SECONDARY,OTHERS,STUDENT LEADERSHIP (COUNCIL),na
PEICAI SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),INFOCOMM CLUB
PEICAI SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (SEA),na
PEICAI SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
PEICAI SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,SOFTBALL,na
PEICAI SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na
PEICAI SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRL GUIDES,na
PEICAI SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
PEICAI SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na
PEICAI SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na
PEICAI SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na
PEICAI SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,AERO-MODELLING,AERO-MODELLING
PEICAI SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB
PEIRCE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
PEIRCE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,na
PEIRCE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,RUGBY,na
PEIRCE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na
PEIRCE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na
PEIRCE SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
PEIRCE SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,ST JOHN BRIGADE,na
PEIRCE SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,SCOUTS,na
PEIRCE SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),na
PEIRCE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
PEIRCE SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,JUDO,na
PEIRCE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na
PEIRCE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na
PEIRCE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,na
PEIRCE SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,ROBOTICS,ALPHA ROBOTICS
PEIRCE SECONDARY SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),na
PEIRCE SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,na
PEIYING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,OUTDOOR ADVENTURE,na
PEIYING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,na
PEIYING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,ENGLISH AND DRAMA CLUB
PEIYING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,PHYSICAL SCIENCE,na
PEIYING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
PEIYING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SEPAKTAKRAW,na
PEIYING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,SWIMMING,na
PEIYING PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
PEIYING PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,RED CROSS YOUTH,na
PEIYING PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),BROWNIES
PEIYING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,ANGKLUNG
PEIYING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
PEIYING PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,ART CLUB
PEIYING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,MATHEMATICS,MATHS CLUB
PEIYING PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),ICT CLUB
PING YI SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,CRICKET,CRICKET
PING YI SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,NETBALL,NETBALL
PING YI SECONDARY SCHOOL,SECONDARY,PHYSICAL SPORTS,TCHOUKBALL,TCHOUKBALL
PING YI SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,NATIONAL POLICE CADET CORPS
PING YI SECONDARY SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (LAND),NATIONAL CADET CORPS (LAND)
PING YI SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ANGKLUNG/KULINTANG ENSEMBLE,ANGKLUNG/KULINTANG ENSEMBLE
PING YI SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MARCHING BAND,MARCHING BAND
PING YI SECONDARY SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE SOCIETY
PIONEER PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,NETBALL,na
PIONEER PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,FOOTBALL,na
PIONEER PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,TRACK AND FIELD,Athletics
PIONEER PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
PIONEER PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
PIONEER PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,na
PIONEER PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHOIR,na
PIONEER PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,INDIAN DANCE,na
PIONEER PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MALAY DANCE,na
PIONEER PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ROBOTICS,Infocomm Club
PIONEER PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,PHYSICAL SCIENCE,INNO Science Club
PIONEER PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
PIONEER PRIMARY SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
PIONEER PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,Contemporary Dance
PIONEER PRIMARY SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,Art Expression Club
POI CHING SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,BRASS BAND,na
POI CHING SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,OPERA/OPERATTA,CHINESE OPERA
POI CHING SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),na
POI CHING SCHOOL,PRIMARY,PHYSICAL SPORTS,OUTDOOR ADVENTURE,na
POI CHING SCHOOL,PRIMARY,PHYSICAL SPORTS,BADMINTON,na
POI CHING SCHOOL,PRIMARY,PHYSICAL SPORTS,BASKETBALL,na
POI CHING SCHOOL,PRIMARY,PHYSICAL SPORTS,TABLE TENNIS,na
POI CHING SCHOOL,PRIMARY,PHYSICAL SPORTS,WUSHU,na
POI CHING SCHOOL,PRIMARY,PHYSICAL SPORTS,VOLLEYBALL,na
POI CHING SCHOOL,PRIMARY,UNIFORMED GROUPS,SCOUTS,na
POI CHING SCHOOL,PRIMARY,UNIFORMED GROUPS,GIRL GUIDES (BROWNIES),BROWNIES
POI CHING SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,CHINESE ORCHESTRA
POI CHING SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DANCE,CHINESE DANCE
POI CHING SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE DRUMS,na
POI CHING SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,ART AND CRAFTS,na
POI CHING SCHOOL,PRIMARY,VISUAL AND PERFORMING ARTS,CHINESE CALLIGRAPHY AND BRUSH PAINTING,na
POI CHING SCHOOL,PRIMARY,CLUBS AND SOCIETIES,PHYSICAL SCIENCE,SCIENCE CLUB
PRESBYTERIAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHOIR,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CONCERT BAND,SYMPHONIC BAND
PRESBYTERIAN HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,AUDIO VISUAL AID,AUDIO ENGINEERING
PRESBYTERIAN HIGH SCHOOL,SECONDARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (MEDIA PRODUCTION),PHMEDIA
PRESBYTERIAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,MODERN DANCE,DANCE
PRESBYTERIAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,ENGLISH DRAMA,DRAMA (ENGLISH)
PRESBYTERIAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,GUZHENG ENSEMBLE,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,BADMINTON,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,BASKETBALL,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,FOOTBALL,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,TABLE TENNIS,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY,PHYSICAL SPORTS,VOLLEYBALL,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,BOYS' BRIGADE,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,GIRLS' BRIGADE,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL POLICE CADET CORPS,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CADET CORPS (SEA),na
PRESBYTERIAN HIGH SCHOOL,SECONDARY,UNIFORMED GROUPS,NATIONAL CIVIL DEFENCE CADET CORPS,na
PRESBYTERIAN HIGH SCHOOL,SECONDARY,VISUAL AND PERFORMING ARTS,CHINESE ORCHESTRA,na
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,HEALTH AND FITNESS,na
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,PHYSICAL SPORTS,MODULAR CCA (SPORTS),na
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,INFOCOMM TECHNOLOGY (COMPUTING),na
PUNGGOL COVE PRIMARY SCHOOL,PRIMARY,CLUBS AND SOCIETIES,ENVIRONMENTAL SCIENCE,na
